"","id","Area.of.residence","Area.of.workplace","All","Rail","Bus","taxi","motorbike","Car_driver","Car_passenger","Bicycle","Foot","Other","avslope","dist","cirquity","dist_fast","dist_quiet","distq_f","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_siw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_siw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_siw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_siw","ebike_sld","ebike_sid","base_sldeath_webtag","base_slvalue_webtag","govtarget_sldeath_webtag","govtarget_slvalue_webtag","govtarget_sideath_webtag","govtarget_sivalue_webtag","gendereq_sldeath_webtag","gendereq_slvalue_webtag","gendereq_sideath_webtag","gendereq_sivalue_webtag","dutch_sldeath_webtag","dutch_slvalue_webtag","dutch_sideath_webtag","dutch_sivalue_webtag","ebike_sldeath_webtag","ebike_slvalue_webtag","ebike_sideath_webtag","ebike_sivalue_webtag","base_sldeath_heat","base_slvalue_heat","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","base_slco2","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","geo_label_o","geo_label_d","time_fast","time_quiet","co2_saving","busyness","avslope_q","clc"
"120849","E02005335 E02005338","E02005335","E02005338",224,0,10,0,1,196,9,5,3,0,2.00971361580975,5.21999979019165,1.14386977777652,5.971,5.959,0.99799028638419,13.4099998474121,8.40999984741211,2.88000011444092,-0.119999997317791,188.479995727539,-7.51999998092651,13.4499998092651,8.44999980926514,2.83999991416931,-0.159999996423721,188.419998168945,-7.57999992370605,52.4000015258789,47.4000015258789,2.38000011444092,-0.620000004768372,153.589996337891,-42.4099998474121,83.1900024414062,78.1900024414062,1.95000004768372,-1.04999995231628,126.029998779297,-69.9700012207031,-0.00239000003784895,4429,-0.00645000021904707,11974,-0.00406999979168177,7545,-0.0062899999320507,11677,-0.00390999997034669,7248,-0.0254800003021955,47275,-0.023089999333024,42846,-0.0262800008058548,48750,-0.0238899998366833,44321,-0.00155000004451722,4997,-0.00418000016361475,13487,-0.00263000000268221,8490,-0.0040799998678267,13171,-0.0025299999397248,8174,-0.0164800006896257,53207,-0.0149299995973706,48210,-0.0170499999076128,55042,-0.0154999997466803,50045,-1362,-3648,-2286,-3664,-2302,-14247,-12885,-22620,-21258,"Blaby 003","Blaby 006",2636,2668,1113,11757,0.0201376069810371,2.23214285714286
"120850","E02005335 E02005339","E02005335","E02005339",101,0,2,0,1,87,3,4,4,0,1.74880763116057,6.03999996185303,1.24966888206475,7.548,7.205,0.954557498675146,7.46999979019165,3.47000002861023,3.85999989509583,-0.140000000596046,83.8899993896484,-3.10999989509583,6.98999977111816,2.99000000953674,3.82999992370605,-0.170000001788139,84.3600006103516,-2.64000010490417,20.0599994659424,16.0599994659424,3.30999994277954,-0.689999997615814,72.620002746582,-14.3800001144409,33.5900001525879,29.5900001525879,2.75999999046326,-1.24000000953674,60.4799995422363,-26.5200004577637,-0.00234999996609986,4358,-0.00435000006109476,8069,-0.0020000000949949,3711,-0.00394999980926514,7330,-0.0015999999595806,2972,-0.0115900002419949,21507,-0.00923999957740307,17149,-0.012640000320971,23443,-0.0102899996563792,19085,-0.00155000004451722,5001,-0.0028800000436604,9290,-0.00132999999914318,4289,-0.00263000000268221,8489,-0.00107999995816499,3488,-0.00771000003442168,24890,-0.00615999987348914,19889,-0.00855000037699938,27618,-0.00700000021606684,22617,-1388,-2582,-1194,-2400,-1012,-6910,-5522,-11573,-10185,"Blaby 003","Blaby 007",3258,3516,1407,14452,0.0191533657182512,3.96039603960396
"120878","E02005335 E02006820","E02005335","E02006820",116,0,0,0,1,100,10,2,3,0,1.19331742243437,3.19000005722046,1.70752348034317,5.447,5.313,0.975399302368276,8.28999996185303,6.28999996185303,2.83999991416931,-0.159999996423721,94.4700012207031,-5.53000020980835,2.60999989509583,0.610000014305115,3,0,99.4400024414062,-0.560000002384186,36.8699989318848,34.8699989318848,2.0699999332428,-0.930000007152557,69.4400024414062,-30.5599994659424,49.4300003051758,47.4300003051758,1.73000001907349,-1.26999998092651,58.4300003051758,-41.5699996948242,-0.000910000002477318,1684,-0.00362999993376434,6726,-0.00271999998949468,5042,-0.00116999994497746,2178,-0.000269999989541247,494,-0.015990000218153,29669,-0.0150800002738833,27985,-0.0135500002652407,25142,-0.012640000320971,23458,-0.000579999992623925,1885,-0.00233999988995492,7565,-0.00176000001374632,5680,-0.000760000024456531,2438,-0.000169999999343418,553,-0.0103500001132488,33435,-0.00977000035345554,31550,-0.00880999956279993,28456,-0.00822999980300665,26571,-515,-2052,-1537,-671,-156,-9009,-8494,-12072,-11557,"Blaby 003","Blaby 013",2422,2854,1015,13179,0.0167513645774515,1.72413793103448
"120879","E02005335 E02006850","E02005335","E02006850",147,0,28,0,2,110,5,1,1,0,1.15830115830116,6.34999990463257,1.22362206562105,7.77,7.606,0.978893178893179,7.23000001907349,6.23000001907349,0.959999978542328,-0.0399999991059303,105.300003051758,-4.69999980926514,1,0,1,0,110,0,34.2200012207031,33.2200012207031,0.769999980926514,-0.230000004172325,85.0299987792969,-24.9699993133545,51.9099998474121,50.9099998474121,0.649999976158142,-0.349999994039536,71.6999969482422,-38.2999992370605,-0.000650000001769513,1201,-0.00473999977111816,8783,-0.00408999994397163,7582,-0.000650000001769513,1201,0,0,-0.0231299996376038,42915,-0.0224799998104572,41714,-0.0223600007593632,41482,-0.0217099990695715,40281,-0.000419999996665865,1344,-0.00306000001728535,9883,-0.00264000007882714,8539,-0.000419999996665865,1344,0,0,-0.0149900000542402,48401,-0.0145699996501207,47057,-0.0145500004291534,46997,-0.0141399996355176,45653,-330,-2186,-1856,-330,0,-10199,-9869,-15471,-15141,"Blaby 003","Leicester 040",3186,3624,1448,14035,0.0128845648172495,0.680272108843537
"120880","E02005335 E02006851","E02005335","E02006851",212,1,57,1,1,126,17,9,0,0,1.31841789852177,6.69999980926514,1.120746300562,7.509,8.433,1.12305233719537,17.7099990844727,8.71000003814697,0,0,120.589996337891,-5.40999984741211,24,15,0,0,116.419998168945,-9.57999992370605,48.8600006103516,39.8600006103516,0,0,101.389999389648,-24.6100006103516,75.129997253418,66.129997253418,0,0,85.0599975585938,-40.939998626709,-0.00563000002875924,10452,-0.0111699998378754,20716,-0.00553000019863248,10264,-0.0147099997848272,27294,-0.00908000022172928,16842,-0.031640000641346,58695,-0.0260000005364418,48243,-0.0330899991095066,61399,-0.0274599995464087,50947,-0.00362000009045005,11694,-0.00718000018969178,23178,-0.00356000009924173,11484,-0.00946000032126904,30538,-0.00584000023081899,18844,-0.0203399993479252,65671,-0.016720000654459,53977,-0.0212699994444847,68697,-0.0176500007510185,57003,-2196,-4262,-2066,-5856,-3660,-11599,-9403,-17835,-15639,"Blaby 003","Leicester 041",3568,4130,1400,21205,0.0122139214988735,4.24528301886792
"120881","E02005336 E02005337","E02005336","E02005337",240,0,6,0,0,148,10,13,60,3,1.59045725646123,1.67999994754791,1.49702385626311,2.515,2.515,1,26.5,13.5,56.4300003051758,-3.5699999332428,139.190002441406,-8.8100004196167,20.8299999237061,7.82999992370605,58.0900001525879,-1.9099999666214,142.610000610352,-5.3899998664856,90.2300033569336,77.2300033569336,39.560001373291,-20.4400005340576,97.6999969482422,-50.2999992370605,110.900001525879,97.9000015258789,34.0999984741211,-25.8999996185303,84.2200012207031,-63.7799987792969,-0.00129000004380941,2385,-0.00260000000707805,4823,-0.00130999996326864,2438,-0.00209000008180737,3873,-0.0007999999797903,1488,-0.00877000018954277,16267,-0.00748000014573336,13882,-0.00475999992340803,8838,-0.00347999995574355,6453,-0.000880000006873161,2848,-0.00179000000935048,5767,-0.000899999984540045,2919,-0.00142999994568527,4611,-0.000549999997019768,1763,-0.00604999996721745,19532,-0.0051699997857213,16684,-0.00356999994255602,11527,-0.00268999999389052,8679,-1097,-2225,-1128,-1788,-691,-7544,-6447,-9272,-8175,"Blaby 004","Blaby 005",1054,1054,469,3242,0.0159045725646123,5.41666666666667
"120882","E02005336 E02005338","E02005336","E02005338",403,1,15,2,2,301,39,20,23,0,1.01828761429759,3.85999989509583,1.24663215823236,4.812,4.83,1.00374064837905,45.060001373291,25.0599994659424,21.4899997711182,-1.50999999046326,281.309997558594,-19.6900005340576,33.6100006103516,13.6099996566772,22.2099990844727,-0.790000021457672,290.230010986328,-10.7700004577637,145.889999389648,125.889999389648,15.4300003051758,-7.57000017166138,202.100006103516,-98.9000015258789,183.449996948242,163.449996948242,13.1800003051758,-9.81999969482422,172.559997558594,-128.440002441406,-0.00698000006377697,12950,-0.0157299991697073,29173,-0.00874000042676926,16223,-0.0115799997001886,21479,-0.00460000010207295,8529,-0.0520399995148182,96546,-0.0450600013136864,83596,-0.0464800000190735,86237,-0.0395000018179417,73287,-0.00451999995857477,14610,-0.0101899998262525,32914,-0.00566999986767769,18304,-0.00749999983236194,24231,-0.00298000010661781,9621,-0.0337399989366531,108952,-0.0292199999094009,94342,-0.030239999294281,97658,-0.0257200002670288,83048,-3814,-8589,-4775,-6416,-2602,-27805,-23991,-34967,-31153,"Blaby 004","Blaby 006",2136,2216,897,16608,0.0101449275362319,4.96277915632754
"120883","E02005336 E02005339","E02005336","E02005339",161,0,5,0,0,144,5,2,5,0,1.14872109051922,5.25,1.24361904761905,6.529,6.64,1.01700107213968,9.97000026702881,7.96999979019165,4.75,-0.25,136.779998779297,-7.21999979019165,2.83999991416931,0.839999973773956,4.98000001907349,-0.0199999995529652,143.220001220703,-0.779999971389771,45.5499992370605,43.5499992370605,3.64000010490417,-1.36000001430511,104.540000915527,-39.4599990844727,64.0199966430664,62.0200004577637,3.05999994277954,-1.94000005722046,87.8199996948242,-56.1800003051758,-0.000989999971352518,1842,-0.00498999981209636,9247,-0.00399000011384487,7405,-0.00141000002622604,2612,-0.000419999996665865,770,-0.0228899996727705,42471,-0.0219000000506639,40629,-0.0200800001621246,37250,-0.0190799999982119,35408,-0.000650000001769513,2105,-0.00325999991036952,10536,-0.00261000008322299,8431,-0.000920000020414591,2975,-0.000269999989541247,870,-0.0149900000542402,48398,-0.0143400002270937,46293,-0.0132900001481175,42912,-0.012640000320971,40807,-587,-2944,-2357,-838,-251,-13470,-12883,-18931,-18344,"Blaby 004","Blaby 007",3034,3184,1217,21333,0.0115963855421687,1.24223602484472
"120885","E02005336 E02005341","E02005336","E02005341",99,0,4,0,1,80,7,4,3,0,0.921401647354461,6.01000022888184,1.1918468764073,7.163,7.194,1.00432779561636,8.85000038146973,4.84999990463257,2.83999991416931,-0.159999996423721,75.9300003051758,-4.07000017166138,10.1300001144409,6.13000011444092,2.86999988555908,-0.129999995231628,74.6399993896484,-5.3600001335144,26.7000007629395,22.7000007629395,2.24000000953674,-0.759999990463257,61.0499992370605,-18.9500007629395,37.8499984741211,33.8499984741211,1.89999997615814,-1.10000002384186,51.6100006103516,-28.3899993896484,-0.00227999989874661,4233,-0.00498999981209636,9249,-0.00270000007003546,5016,-0.00565999979153275,10500,-0.00337999989278615,6267,-0.0149400001391768,27720,-0.0126599995419383,23487,-0.013849999755621,25689,-0.011570000089705,21456,-0.0014900000533089,4808,-0.00326999998651445,10548,-0.00178000004962087,5740,-0.00368999992497265,11928,-0.002210000064224,7120,-0.00982999987900257,31755,-0.00834999978542328,26947,-0.00922000035643578,29779,-0.00773000018671155,24971,-1276,-2759,-1483,-3228,-1952,-8177,-6901,-11612,-10336,"Blaby 004","Blaby 009",3010,3052,1335,21455,0.00889630247428413,4.04040404040404
"120893","E02005336 E02005372","E02005336","E02005372",104,0,4,0,2,88,9,0,1,0,1.16387337057728,14.5600004196167,1.18021974620605,17.184,21.124,1.22928305400372,1.42999994754791,1.42999994754791,0.990000009536743,-0.00999999977648258,86.7900009155273,-1.21000003814697,0,0,1,0,88,0,4.73000001907349,4.73000001907349,0.949999988079071,-0.0500000007450581,84,-4,13.1599998474121,13.1599998474121,0.870000004768372,-0.129999995231628,76.8600006103516,-11.1400003433228,0,0,-0.00208000000566244,3856,-0.00208000000566244,3856,0,0,0,0,-0.00620999978855252,11518,-0.00620999978855252,11518,-0.0111899999901652,20765,-0.0111899999901652,20765,0,0,-0.00115999998524785,3735,-0.00115999998524785,3735,0,0,0,0,-0.00372999999672174,12057,-0.00372999999672174,12057,-0.00737999984994531,23816,-0.00737999984994531,23816,0,-1051,-1051,0,0,-3491,-3491,-9721,-9721,"Blaby 004","Harborough 006",7842,9780,3203,65977,0.0136337814807802,0
"120905","E02005336 E02005415","E02005336","E02005415",94,0,4,0,3,68,7,8,4,0,1.19380238760478,6,1.31233333333333,7.874,7.971,1.01231902463805,11.6700000762939,3.67000007629395,3.8199999332428,-0.180000007152557,65.0999984741211,-2.90000009536743,11.0600004196167,3.05999994277954,3.75999999046326,-0.239999994635582,65.6600036621094,-2.33999991416931,20.8099994659424,12.8100004196167,3.61999988555908,-0.379999995231628,57.7000007629395,-10.3000001907349,32.75,24.75,3.00999999046326,-0.990000009536743,48.2999992370605,-19.7000007629395,-0.00527000008150935,9786,-0.00768999988213181,14272,-0.00242000003345311,4486,-0.00679000001400709,12593,-0.00150999997276813,2807,-0.0134399998933077,24927,-0.0081599997356534,15141,-0.0146700004115701,27213,-0.00939000025391579,17427,-0.00361000001430511,11655,-0.00522999977692962,16872,-0.00161999999545515,5217,-0.0046399999409914,14998,-0.00104000000283122,3343,-0.00898000039160252,29011,-0.00536999991163611,17356,-0.00997999962419271,32220,-0.00637000007554889,20565,-2268,-3378,-1110,-3136,-868,-6282,-4014,-9874,-7606,"Blaby 004","Oadby and Wigston 006",3528,3798,1468,41305,0.0115418391669803,8.51063829787234
"120908","E02005336 E02006819","E02005336","E02006819",104,0,9,1,1,67,6,8,12,0,1.06951871657754,2.39000010490417,1.48661081340934,3.553,3.511,0.98817900365888,14.8999996185303,6.90000009536743,11.1000003814697,-0.899999976158142,62.1599998474121,-4.84000015258789,11.9499998092651,3.95000004768372,11.289999961853,-0.709999978542328,64.0899963378906,-2.91000008583069,41.5200004577637,33.5200004577637,8.05000019073486,-3.95000004768372,43.7700004577637,-23.2299995422363,49.7900009155273,41.7900009155273,6.98999977111816,-5.01000022888184,37.9799995422363,-29.0200004577637,-0.00164000003132969,3043,-0.00343000004068017,6359,-0.00179000000935048,3316,-0.00236000004224479,4373,-0.000720000010915101,1330,-0.0124399997293949,23077,-0.0108000002801418,20034,-0.0100600002333522,18671,-0.00841999985277653,15628,-0.00109000003430992,3516,-0.00225999997928739,7302,-0.00116999994497746,3786,-0.00156999996397644,5055,-0.00047999998787418,1539,-0.00815000012516975,26322,-0.00706000020727515,22806,-0.00665999995544553,21493,-0.00557000003755093,17977,-1062,-1937,-875,-1587,-525,-5271,-4209,-6320,-5258,"Blaby 004","Leicester 039",1656,1784,662,7637,0.0148105952720023,7.69230769230769
"120909","E02005336 E02006820","E02005336","E02006820",143,0,7,0,1,120,11,2,2,0,1.1096884336321,3.19000005722046,1.46896549089189,4.686,4.898,1.04524114383269,10.5,8.5,1.87999999523163,-0.119999997317791,112.769996643066,-7.23000001907349,3.39000010490417,1.38999998569489,1.97000002861023,-0.0299999993294477,118.839996337891,-1.1599999666214,50.2999992370605,48.2999992370605,1.30999994277954,-0.689999997615814,78.9000015258789,-41.0999984741211,64.3499984741211,62.3499984741211,1.11000001430511,-0.889999985694885,66.9400024414062,-53.060001373291,-0.000760000024456531,1412,-0.00400999980047345,7433,-0.00325000006705523,6021,-0.00127000000793487,2350,-0.000509999983478338,938,-0.0197400003671646,36625,-0.0189800001680851,35213,-0.0180900003761053,33563,-0.0173300001770258,32151,-0.000490000005811453,1584,-0.00258000008761883,8332,-0.00209000008180737,6748,-0.000820000015664846,2636,-0.000330000009853393,1052,-0.0127100003883243,41055,-0.0122199999168515,39471,-0.0116600003093481,37651,-0.0111699998378754,36067,-405,-2140,-1735,-681,-276,-10271,-9866,-13143,-12738,"Blaby 004","Blaby 013",2074,2296,874,9822,0.013883217639853,1.3986013986014
"120910","E02005336 E02006850","E02005336","E02006850",252,0,43,0,4,153,27,16,7,2,1.3501017199926,4.05999994277954,1.33177341778441,5.407,5.664,1.04753097836138,29.1000003814697,13.1000003814697,6.6100001335144,-0.389999985694885,144.529998779297,-8.47000026702881,38.939998626709,22.9400005340576,6.40000009536743,-0.600000023841858,137.309997558594,-15.6899995803833,77.9499969482422,61.9500007629395,5.19999980926514,-1.79999995231628,112.459999084473,-40.5400009155273,106.290000915527,90.2900009155273,4.34999990463257,-2.65000009536743,94.1500015258789,-58.8499984741211,-0.00725999986752868,13463,-0.0130500001832843,24217,-0.00579999992623925,10754,-0.016720000654459,31027,-0.00946999993175268,17564,-0.0354599989950657,65782,-0.0282000005245209,52319,-0.0325499996542931,60383,-0.0252899993211031,46920,-0.00469999993219972,15189,-0.00846000015735626,27310,-0.00374999991618097,12121,-0.0108300000429153,34962,-0.00612000003457069,19773,-0.02297000028193,74174,-0.0182700008153915,58985,-0.0211699996143579,68350,-0.0164599996060133,53161,-2702,-5030,-2328,-7018,-4316,-13853,-11151,-18889,-16187,"Blaby 004","Leicester 040",2360,2500,1008,7646,0.0139477401129944,6.34920634920635
"120911","E02005336 E02006851","E02005336","E02006851",324,1,107,0,3,173,27,4,7,2,1.32493132977864,4.55000019073486,1.36021972319971,6.189,6.491,1.0487962514138,19.6100006103516,15.6099996566772,6.65999984741211,-0.340000003576279,164.559997558594,-8.4399995803833,9.93000030517578,5.92999982833862,6.88000011444092,-0.119999997317791,169.740005493164,-3.25999999046326,90.9199981689453,86.9199981689453,5.09999990463257,-1.89999997615814,126.040000915527,-46.9599990844727,129.089996337891,125.089996337891,4.26000022888184,-2.74000000953674,105.400001525879,-67.5999984741211,-0.00197999994270504,3667,-0.00985999964177608,18295,-0.00789000000804663,14628,-0.00480999983847141,8925,-0.00282999989576638,5258,-0.0471500009298325,87470,-0.0451700016856194,83803,-0.0422599986195564,78397,-0.0402799993753433,74730,-0.00127999996766448,4143,-0.00640999991446733,20682,-0.00511999987065792,16539,-0.00312000000849366,10084,-0.00184000004082918,5941,-0.0306400004774332,98955,-0.0293600000441074,94812,-0.0276399999856949,89260,-0.0263599995523691,85117,-692,-3349,-2657,-1719,-1027,-15479,-14787,-21978,-21286,"Blaby 004","Leicester 041",2690,3006,1154,8826,0.0129409952241565,1.23456790123457
"120912","E02005336 E02006911","E02005336","E02006911",93,0,3,0,1,81,4,2,0,2,1.3400780972666,8.73999977111816,1.28924488502114,11.268,11.126,0.987397941072062,4.30999994277954,2.30999994277954,0,0,78.9400024414062,-2.05999994277954,4.5,2.5,0,0,78.8099975585938,-2.19000005722046,11.0500001907349,9.05000019073486,0,0,72.9300003051758,-8.06999969482422,21.8799991607666,19.8799991607666,0,0,63.2900009155273,-17.7099990844727,-0.00215000007301569,3992,-0.00484000006690621,8986,-0.00268999999389052,4994,-0.00442000012844801,8205,-0.00227000005543232,4213,-0.0118000004440546,21893,-0.00965000037103891,17901,-0.0159600004553795,29613,-0.0138100003823638,25621,-0.00138000003062189,4466,-0.00310999993234873,10054,-0.00173000001814216,5588,-0.00283999997191131,9180,-0.00146000005770475,4714,-0.00759000005200505,24495,-0.00620000017806888,20029,-0.0102599998936057,33133,-0.00887999963015318,28667,-1008,-2185,-1177,-2263,-1255,-5635,-4627,-11158,-10150,"Blaby 004","Oadby and Wigston 009",5314,5474,2100,18671,0.0137515728923243,2.1505376344086
"120913","E02005337 E02005338","E02005337","E02005338",459,0,38,0,1,251,48,25,96,0,1.0586319218241,2.95000004768372,1.24881353913625,3.684,3.894,1.05700325732899,55.7299995422363,30.7299995422363,89.2399978637695,-6.76000022888184,233.210006713867,-17.7900009155273,43.2700004577637,18.2700004577637,91.8899993896484,-4.1100001335144,240.479995727539,-10.5200004577637,183.279998779297,158.279998779297,60.6300010681152,-35.3699989318848,159.720001220703,-91.2799987792969,219.740005493164,194.740005493164,52.6199989318848,-43.3800010681152,138.589996337891,-112.410003662109,-0.00461999978870153,8566,-0.00985000003129244,18273,-0.00522999977692962,9707,-0.00756999989971519,14041,-0.00295000011101365,5475,-0.0313999988138676,58261,-0.0267900004982948,49695,-0.0201500002294779,37387,-0.01554000005126,28821,-0.0030900000128895,9973,-0.00662000011652708,21363,-0.00353000010363758,11390,-0.00508000003173947,16408,-0.00199000001884997,6435,-0.0212099999189377,68491,-0.0181200001388788,58518,-0.0141799999400973,45798,-0.0110900001600385,35825,-2808,-6151,-3343,-4781,-1973,-19946,-17138,-23916,-21108,"Blaby 005","Blaby 006",1798,1948,687,25784,0.0110426296866975,5.44662309368192
"120914","E02005337 E02005339","E02005337","E02005339",110,0,5,0,0,88,7,3,7,0,1.20348083688206,4.61999988555908,1.16904764800582,5.401,5.704,1.0561007220885,9.0600004196167,6.05999994277954,6.59999990463257,-0.400000005960464,83.0100021362305,-4.98999977111816,6.71000003814697,3.71000003814697,6.75,-0.25,84.9300003051758,-3.0699999332428,35.4300003051758,32.4300003051758,4.88000011444092,-2.11999988555908,61.3300018310547,-26.6700000762939,47.1599998474121,44.1599998474121,4.1100001335144,-2.89000010490417,51.6800003051758,-36.3199996948242,-0.0011800000211224,2181,-0.00356000009924173,6601,-0.00237999996170402,4420,-0.00257000001147389,4774,-0.00139999995008111,2593,-0.0139199998229742,25820,-0.0127400001510978,23639,-0.011230000294745,20840,-0.0100600002333522,18659,-0.000769999984186143,2482,-0.00233000004664063,7513,-0.00156000000424683,5031,-0.00167999998666346,5436,-0.000910000002477318,2954,-0.00910999998450279,29418,-0.00834000017493963,26936,-0.00743999984115362,24021,-0.00667000003159046,21539,-682,-2060,-1378,-1528,-846,-8058,-7376,-10726,-10044,"Blaby 005","Blaby 007",2696,2916,1007,30509,0.0124474053295933,2.72727272727273
"120924","E02005337 E02005372","E02005337","E02005372",107,0,2,1,2,81,16,1,4,0,1.18335824613852,13.3999996185303,1.19820898933436,16.056,19.497,1.21431240657698,2.59999990463257,1.60000002384186,3.94000005722046,-0.0599999986588955,79.7799987792969,-1.22000002861023,1.24000000953674,0.239999994635582,3.99000000953674,-0.00999999977648258,80.8199996948242,-0.180000007152557,5.71999979019165,4.71999979019165,3.8199999332428,-0.180000007152557,77.4000015258789,-3.59999990463257,15,14,3.47000002861023,-0.529999971389771,70.3000030517578,-10.6999998092651,-0.0012300000526011,2277,-0.00322000007145107,5968,-0.00199000001884997,3691,-0.00150999997276813,2799,-0.00028000000747852,522,-0.00685000000521541,12716,-0.00563000002875924,10439,-0.0116600003093481,21627,-0.0104299997910857,19350,-0.000760000024456531,2468,-0.0020000000949949,6451,-0.0012300000526011,3983,-0.000939999998081475,3034,-0.000180000002728775,566,-0.00455000018700957,14692,-0.00378999998793006,12224,-0.0081599997356534,26334,-0.00738999992609024,23866,-616,-1613,-997,-762,-146,-3561,-2945,-9358,-8742,"Blaby 005","Harborough 006",7504,9344,2993,75153,0.0145663435400318,0.934579439252336
"120942","E02005337 E02006850","E02005337","E02006850",250,1,49,0,2,151,21,18,8,0,1.15332428765265,3.41000008583069,1.29677416090821,4.422,4.603,1.04093170511081,33.3699989318848,15.3699998855591,7.46999979019165,-0.529999971389771,141.009994506836,-9.98999977111816,34.0800018310547,16.0799999237061,7.42999982833862,-0.569999992847443,140.660003662109,-10.3400001525879,91.3000030517578,73.3000030517578,5.48000001907349,-2.51999998092651,103.209999084473,-47.7900009155273,114.690002441406,96.6900024414062,4.67999982833862,-3.3199999332428,87.9899978637695,-63.0099983215332,-0.00614999979734421,11417,-0.011459999717772,21257,-0.00529999984428287,9840,-0.0114700002595782,21280,-0.00531999999657273,9863,-0.0324699990451336,60239,-0.0263199992477894,48822,-0.030239999294281,56100,-0.0240800008177757,44683,-0.003969999961555,12834,-0.00740000000223517,23894,-0.00343000004068017,11060,-0.00741000007838011,23922,-0.00343000004068017,11088,-0.0209699999541044,67709,-0.0169900003820658,54875,-0.0195599999278784,63158,-0.0155800003558397,50324,-2603,-4846,-2243,-4929,-2326,-13332,-10729,-16749,-14146,"Blaby 005","Leicester 040",2000,2270,824,10101,0.0119487290897241,7.2
"120943","E02005337 E02006851","E02005337","E02006851",417,1,137,2,2,211,23,23,18,0,1.06539309331374,4.09000015258789,1.33105129508501,5.444,5.643,1.03655400440852,47.1699981689453,24.1700000762939,16.8999996185303,-1.10000002384186,198.059997558594,-12.9399995803833,44.560001373291,21.5599994659424,17.0100002288818,-0.990000009536743,199.5,-11.5,139.199996948242,116.199996948242,12.6999998092651,-5.30000019073486,148.729995727539,-62.2700004577637,181.5,158.5,10.7600002288818,-7.23999977111816,126.080001831055,-84.9199981689453,-0.00946000032126904,17558,-0.0194199997931719,36030,-0.00996000040322542,18472,-0.0180399995297194,33474,-0.00858000013977289,15916,-0.0575099997222424,106704,-0.0480500012636185,89146,-0.0487699992954731,90490,-0.0393100008368492,72932,-0.00615999987348914,19880,-0.0126299997791648,40793,-0.00647999998182058,20913,-0.011739999987185,37901,-0.00558000011369586,18021,-0.0374299995601177,120870,-0.0312799997627735,100990,-0.0319500006735325,103184,-0.0258000008761883,83304,-3396,-6976,-3580,-6580,-3184,-20621,-17225,-26888,-23492,"Blaby 005","Leicester 041",2452,2884,1015,11515,0.0109870636186426,5.51558752997602
"120945","E02005338 E02005339","E02005338","E02005339",735,6,35,3,4,511,53,45,77,1,1.82800166181969,1.72000002861023,1.39941858137344,2.407,2.473,1.0274200249273,84.4499969482422,39.4500007629395,72.7399978637695,-4.26000022888184,481.690002441406,-29.3099994659424,85.9599990844727,40.9599990844727,72.8600006103516,-4.1399998664856,480.390014648438,-30.6100006103516,271.220001220703,226.220001220703,51.8199996948242,-25.1800003051758,343.420013427734,-167.580001831055,334.540008544922,289.540008544922,44.4700012207031,-32.5299987792969,296.720001220703,-214.279998779297,-0.00670999987050891,12446,-0.0124000003561378,22996,-0.00569000001996756,10550,-0.0125099997967482,23204,-0.00579999992623925,10758,-0.0397499985992908,73755,-0.033050000667572,61309,-0.0330599993467331,61332,-0.026350000873208,48886,-0.00437999982386827,14130,-0.00810000021010637,26144,-0.00371999992057681,12014,-0.00817000027745962,26364,-0.00378999998793006,12234,-0.0260300002992153,84039,-0.0216499995440245,69909,-0.0218400005251169,70521,-0.0174599997699261,56391,-3822,-7148,-3326,-7287,-3465,-22870,-19048,-28187,-24365,"Blaby 006","Blaby 007",1292,1318,449,5633,0.0218358269308532,6.12244897959184
